"photoid";"rating";"tags"
35892;4.5882;"Emotive;Performance"
35893;5.1569;"Family;"
35895;5.7489;"Abstract;Black"
35896;5.4317;"Fashion;Family"
35897;5.0996;"Snapshot;Action"
35898;4.2556;"Abstract;Black"
35899;6.5115;"Macro;Rural"
35900;5.7293;"Architecture;Black"
35902;5.7333;"Candid;"
35903;6.2681;"Emotive;"
35904;5.2857;"Candid;Portraiture"
35905;5.4155;"Family;Emotive"
35906;6.1776;"Fashion;Black"
35909;4.4786;"Abstract;Still"
35910;5.1691;"Abstract;Urban"
35911;7.1511;";"
35913;4.8015;";"
35914;5.5852;"Abstract;Black"
35916;5.9533;"Still;Macro"
35917;5.9712;"Water;Seascapes"
35918;4.7778;"Black;"
35919;6.3453;"Abstract;Still"
35921;4.9474;";"
35922;5.2593;"Humorous;Snapshot"
35925;5.0476;"Candid;Portraiture"
35926;5.3453;";"
35927;5.6131;";"
35928;4.7238;"Family;Humorous"
35929;6.8148;"Still;"
35932;6.7899;"Abstract;Still"
35933;4.7596;"Still;Macro"
35934;5.566;";"
35935;6.5;"Still;Black"
35936;5.587;"Emotive;Landscape"
35938;4.7426;";"
35939;5.4242;"Abstract;Architecture"
35940;5.066;";"
35941;6.0463;"Candid;Black"
35942;5.0;";"
35943;3.9485;";"
35944;4.7196;"Candid;Travel"
35945;5.8963;";"
35946;4.7259;"Rural;"
35947;4.7206;";"
35948;4.3769;"Black;"
35949;5.4854;"Emotive;Architecture"
35950;5.2547;"Still;Advertisement"
35951;5.1127;"Abstract;Still"
35952;5.5297;";"
35954;4.3707;"Family;Candid"
35972;3.9915;"Humorous;Black"
35974;4.6233;"Performance;Black"
35979;4.618;"Still;"
35989;6.0216;"Photojournalism;Rural"
35992;5.1568;"Snapshot;Still"
35993;4.5609;"Photojournalism;"
35996;5.4855;"Family;Humorous"
35997;3.6652;";"
36007;5.2708;"Humorous;"
36020;7.9412;"Nature;Macro"
36028;4.8756;";"
36032;4.2229;"Nature;Animals"
36033;5.2325;";"
36034;5.5815;";"
36035;5.1133;"Nature;Animals"
36037;4.6887;"Humorous;Macro"
36039;4.859;";"
36040;5.6282;";"
36041;6.7661;"Humorous;Emotive"
36042;3.5991;"Nature;Rural"
36049;5.7055;"Nature;Macro"
36051;5.3435;";"
36053;4.3509;"Emotive;Candid"
36054;5.6405;"Nature;Macro"
36060;5.0847;"Humorous;Sports"
36061;5.1861;"Sky;Landscape"
36062;4.2982;"Action;Advertisement"
36065;4.6335;";"
36066;6.1925;"Humorous;Emotive"
36067;4.9955;"Humorous;Macro"
36073;4.8918;";"
36079;3.2687;"Interior;Digital"
36084;5.6186;"Black;"
36085;6.1297;"Candid;Animals"
36086;6.3311;"Nature;Macro"
36088;5.125;"Humorous;Travel"
36091;4.2345;"Macro;"
36092;3.6824;"Animals;"
36097;4.2681;"Candid;Animals"
36101;4.7699;"Humorous;Photojournalism"
36117;3.6681;"Emotive;Persuasive"
36141;4.4495;"Photojournalism;"
36143;5.4515;"Humorous;Still"
36146;4.7013;"Humorous;"
36147;4.2687;";"
36149;5.5478;"Humorous;Still"
36150;6.0858;"Snapshot;Macro"
36153;5.0398;"Snapshot;Macro"
36154;4.3691;"Nature;"
36156;4.6578;"Snapshot;Candid"
36157;5.0307;"Family;Candid"
36158;5.5848;"Animals;Black"
36160;5.4487;";"
36165;5.821;"Humorous;Black"
36168;4.5;";"
36169;6.1724;"Nature;Animals"
36170;5.2469;";"
36172;4.6754;"Humorous;"
36174;5.0909;"Humorous;Snapshot"
36177;5.88;"Humorous;Macro"
36181;6.2194;"Humorous;Water"
36182;4.6974;";"
36185;5.527;";"
36186;6.2554;"Humorous;Candid"
36187;5.1586;";"
36188;4.8052;";"
36191;4.9664;"Nature;Macro"
36192;4.4865;";"
36193;4.7802;"Portraiture;Macro"
36195;5.6567;"Humorous;"
36197;4.4071;"Humorous;Candid"
36199;4.9589;"Animals;Macro"
36202;5.8305;"Humorous;"
36203;6.58;"Nature;Macro"
36205;4.8982;"Humorous;Portraiture"
36207;5.0;"Interior;Macro"
36208;4.7411;"Nature;Animals"
36211;3.8597;"Portraiture;Photojournalism"
36214;4.2532;";"
36215;5.4133;"Emotive;Persuasive"
36222;6.9417;"Humorous;Still"
36223;5.0261;"Animals;Action"
36224;4.8793;"Black;Photojournalism"
36228;6.2991;"Still;Black"
36230;5.4254;"Humorous;Political"
36233;4.9698;"Still;Macro"
36235;4.4188;"Humorous;Animals"
36236;2.6404;"Still;"
36237;5.03;";"
36239;5.9267;"Advertisement;"
36242;5.1419;"Animals;Floral"
36247;5.6284;"Nature;Macro"
36248;5.1556;"Black;"
36253;4.9134;";"
36254;5.5527;";"
36255;4.0476;"Abstract;Humorous"
36256;6.15;";"
36262;3.4525;"Humorous;Performance"
36268;5.7062;"Abstract;Black"
36272;4.7398;"Vintage;Macro"
36282;4.7897;"Emotive;Still"
36283;3.0052;"Performance;Digital"
36285;5.0134;";"
36287;5.6;";"
36291;5.3446;"Nature;Macro"
36292;6.9873;"Interior;Macro"
36296;6.4013;";"
36297;5.1232;"Cityscape;Black"
36299;3.9515;"Family;Nature"
36301;4.6776;"Nature;Macro"
36312;4.2222;";"
36313;6.1014;"Nature;Macro"
36314;4.6683;"Landscape;Black"
36317;6.5867;"Animals;"
36340;6.1699;"Nature;"
36348;5.61;"Sports;"
36351;4.8756;"Interior;Black"
36357;5.8618;"Nature;Macro"
36362;5.598;"Vintage;Rural"
36364;5.6986;"Animals;Macro"
36398;4.6332;";"
36400;5.2796;"Travel;Seascapes"
36401;4.62;"Travel;"
36405;5.3128;"Portraiture;Photojournalism"
36407;4.7676;"Animals;"
36410;5.6779;"Nature;"
36411;4.7317;"Vintage;Macro"
36412;3.3542;"Landscape;Nature"
36417;5.7778;"Interior;Vintage"
36419;4.4755;";"
36421;4.6699;";"
36429;5.8933;"Nature;Macro"
36435;4.1164;"Snapshot;Nature"
36441;4.7143;"Vintage;Portraiture"
36446;6.2667;"Animals;Macro"
36447;5.7079;";"
36448;4.5685;"Nature;Macro"
36449;6.8993;"Nature;Macro"
36453;3.697;"Animals;"
36459;7.2621;"Animals;Macro"
36470;7.1429;"Nature;Animals"
36471;6.0;"Nature;Animals"
36477;5.8571;"Nature;Macro"
36479;4.9412;"Black;"
36483;6.1921;"Nature;Animals"
36489;4.8971;"Humorous;Portraiture"
36496;5.7103;"Nature;Macro"
36498;5.0588;"Family;Emotive"
36499;4.8732;"Family;Action"
36516;5.9211;"Landscape;Rural"
36520;4.8731;"Vintage;"
36526;4.7241;"Still;Black"
36527;5.3355;";"
36529;6.3649;"Animals;Macro"
36530;4.6276;"Animals;Macro"
36534;4.3282;"Architecture;Rural"
36535;4.6824;"Animals;Macro"
36536;5.7039;"Family;Still"
36538;6.2538;"Still;Black"
36539;5.5646;"Nature;Macro"
36540;6.2913;"Black;"
36543;5.2233;";"
36545;6.4258;"Nature;Macro"
36547;5.7718;"Nature;Macro"
36552;5.3168;"Black;Studio"
36553;6.3861;"Emotive;Portraiture"
36555;4.2398;";"
36557;6.8255;"Nature;Macro"
36558;6.2789;"Nature;Animals"
36559;5.23;"Vintage;Macro"
36560;4.9171;"Vintage;Architecture"
36572;6.9864;"Nature;Macro"
36574;5.3416;";"
36575;4.5733;"Nature;Animals"
36577;4.2757;"Vintage;Traditional"
36578;5.4459;"Nature;Macro"
36581;4.8897;"Nature;"
36583;5.5851;"Portraiture;"
36589;5.6337;"Family;Vintage"
36600;4.1726;";"
36602;5.3182;"Family;Emotive"
36604;5.1216;"Animals;Macro"
36605;5.1736;"Nature;Macro"
36606;5.3613;"Vintage;"
36607;5.2467;";"
36608;5.1323;"Interior;Black"
36609;4.8978;"Performance;"
36610;5.678;"Emotive;Black"
36613;5.159;"Black;"
36615;5.3655;"Vintage;Rural"
36621;3.7768;"Humorous;Interior"
36627;4.0427;"Architecture;Seascapes"
36629;4.4;"Nature;Macro"
36633;4.9742;"Vintage;Emotive"
36634;6.4822;"Interior;"
36635;6.1333;"Nature;Animals"
36639;4.0754;"Sports;Political"
36641;4.6531;"Black;"
36652;4.2081;";"
36653;4.827;"Still;"
36658;5.6425;"Abstract;Emotive"
36662;5.1408;"Nature;Macro"
36667;4.2344;"Interior;Emotive"
36668;5.9897;"Still;Black"
36669;5.5762;";"
36672;4.3793;"Nature;Animals"
36678;3.898;"Nature;Macro"
36679;4.8934;";"
36680;6.466;"Urban;Travel"
36681;4.6069;";"
36682;5.233;";"
36687;5.6419;"Nature;Macro"
36690;6.0;"Nature;Still"
36691;4.9452;";"
36693;6.7671;"Nature;Macro"
36694;5.4636;"Animals;Macro"
36696;4.7379;"Nature;Macro"
36697;5.9664;"Animals;Macro"
36698;4.7031;"Emotive;"
36700;6.3154;"Nature;Macro"
36701;5.1026;"Vintage;Advertisement"
36714;4.2406;"Architecture;Black"
36717;4.5417;";"
36722;5.4249;"Snapshot;Vintage"
36725;3.8784;"Nature;Macro"
36726;5.9161;"Humorous;"
36728;5.3267;"Animals;"
36729;4.9239;"Interior;"
36730;5.785;"Cityscape;Panoramic"
36733;5.7198;"Black;Rural"
36741;4.3202;"Emotive;Black"
36742;6.4178;"Animals;Macro"
36743;5.2789;"Still;Black"
36744;5.4819;"Interior;Vintage"
36745;5.6149;"Animals;Macro"
36746;5.0758;";"
36747;3.6667;"Nature;Macro"
36749;6.6875;"Animals;Macro"
36754;7.2185;"Animals;Macro"
36755;4.1327;"Emotive;Rural"
36756;6.12;"Animals;Macro"
36758;5.4859;"Nature;Macro"
36759;4.395;";"
36760;5.9333;"Animals;Macro"
36761;5.435;";"
36763;5.6736;"Nature;Macro"
36765;5.4244;";"
36766;4.6766;"Emotive;Photojournalism"
36767;4.0211;"Abstract;Nature"
36768;5.7619;"Nature;Macro"
36770;5.5957;"Architecture;Travel"
36771;5.9664;";"
36773;5.7565;"Vintage;Emotive"
36774;4.7214;"Nature;Animals"
36775;6.6233;"Nature;Macro"
36776;6.3333;"Emotive;Macro"
36778;6.0743;"Nature;"
36779;5.4897;"Nature;Macro"
36780;6.6897;"Nature;Macro"
36783;6.3942;";"
36784;6.8974;";"
36785;6.932;"Animals;Macro"
36786;4.9154;"Sports;Photojournalism"
36789;5.3646;"Vintage;Still"
36794;4.6432;";"
36795;4.8276;"Still;Black"
36796;5.3289;";"
36799;4.9448;"Nature;Macro"
36800;3.6054;"Portraiture;Black"
36802;6.3311;"Animals;Macro"
36803;4.8462;"Nature;Animals"
36804;5.4362;"Nature;Macro"
36805;5.0101;"Emotive;Nature"
36806;5.3933;"Nature;"
36808;5.1949;"Black;Macro"
36809;5.6913;"Animals;Macro"
36812;5.838;"Portraiture;"
36813;5.1634;"Portraiture;Black"
36815;4.9459;"Nature;Macro"
36816;5.0276;"Nature;Macro"
36817;5.5261;"Vintage;Rural"
36818;5.4795;"Nature;Macro"
36819;6.0964;"Action;Panoramic"
36820;5.0069;"Black;Macro"
36821;5.9932;"Nature;Macro"
36822;5.7179;"Vintage;Photojournalism"
36823;6.4437;"Nature;Black"
36824;6.7027;"Animals;Macro"
36826;5.4631;"Abstract;Macro"
36827;5.1937;"Vintage;Black"
36829;5.8194;"Nature;Animals"
36832;6.7152;"Nature;Macro"
36833;5.7162;"Nature;Macro"
36841;5.351;"Nature;Macro"
36843;6.9133;"Animals;Macro"
36844;4.7299;"Portraiture;Black"
36845;5.8557;";"
36846;6.6908;"Nature;Macro"
36850;5.2857;"Nature;Macro"
36851;5.9539;"Nature;"
36852;4.6014;";"
36856;5.4966;"Nature;"
36857;4.8511;"Nature;"
36860;6.56;"Landscape;Architecture"
36862;5.6684;"Black;Seascapes"
36866;6.2808;"Animals;Macro"
36867;5.7635;";"
36868;5.901;"Still;Macro"
36871;6.6757;"Portraiture;Nude"
36872;6.4503;"Animals;Floral"
36873;7.2353;"Macro;Water"
36874;5.9195;"Nature;Macro"
36875;6.0952;"Animals;Floral"
36876;5.9521;"Nature;Macro"
36877;4.7972;";"
36879;3.9863;"Nature;Animals"
36880;6.3733;";"
36881;5.0972;"Nature;Animals"
36882;4.6599;";"
36884;5.4901;";"
36888;5.2206;"Still;Studio"
36889;3.6881;";"
36892;4.4249;"Interior;Studio"
36895;4.9594;"Nature;Rural"
36920;6.4267;"Sports;"
36921;5.6635;"Humorous;Snapshot"
36922;5.2176;";"
36927;5.0402;";"
36937;3.9706;"Snapshot;Vintage"
36938;4.7277;"Family;Vintage"
36939;5.2808;"Still;"
36947;6.2759;";"
36948;4.5487;";"
36949;5.2602;";"
36952;4.3103;"Candid;"
36958;5.0657;"Still;"
36961;4.9436;"Vintage;Seascapes"
36964;4.6753;"Fashion;Emotive"
36970;5.0547;"Interior;Candid"
36972;5.8366;";"
36973;5.1759;"Abstract;Macro"
36974;5.3906;"Family;Animals"
36976;4.1869;";"
36981;5.9016;";"
36988;5.3706;"Emotive;Still"
36989;5.7268;"Urban;Photojournalism"
36993;4.9289;"Nature;Photojournalism"
36994;5.5231;"Still;"
36995;4.835;"Urban;Architecture"
36996;5.7156;"Emotive;Studio"
36997;4.8252;"Landscape;Architecture"
36998;5.1535;"Architecture;"
36999;5.2;"Emotive;Still"
37000;5.1006;"Photojournalism;Political"
37001;4.4264;"Candid;Still"
37002;4.1836;";"
37004;5.2879;"Still;Advertisement"
37007;7.1096;"Sports;Photojournalism"
37009;6.4324;"Sports;Photojournalism"
37011;5.0363;"Vintage;Landscape"
37012;4.7772;"Architecture;Rural"
37013;3.9754;"Macro;"
37014;5.2427;"Black;"
37018;4.4611;";"
37020;5.8083;"Landscape;"
37022;5.4131;"Vintage;Black"
37028;4.8634;"Candid;Advertisement"
37031;4.7525;"Landscape;Nature"
37032;6.4048;"Black;Travel"
37033;4.103;"Traditional;"
37035;4.6489;"Architecture;"
37040;5.1505;"Vintage;Black"
37041;5.1675;"Portraiture;Photojournalism"
37042;6.1757;"Sports;Action"
37043;5.0783;"Fashion;Interior"
37044;5.3198;"Vintage;Black"
37049;4.867;"Still;Photojournalism"
37050;4.7488;"Emotive;Candid"
37051;5.4388;"Vintage;"
37053;5.4286;"Family;Emotive"
37055;4.5765;"Performance;Portraiture"
37059;3.9455;";"
37068;4.3402;"Still;Macro"
37069;5.7065;"Interior;Vintage"
37070;5.8325;"Snapshot;"
37072;2.7551;"Macro;Studio"
37075;5.2362;";"
37078;4.6617;"Still;"
37080;4.9852;";"
37081;5.6881;";"
37084;4.3756;"Black;"
37098;5.5311;";"
37100;4.9612;"Interior;Rural"
37101;4.8599;"Vintage;Studio"
37102;4.7696;"Emotive;Performance"
37115;5.9806;";"
37117;5.83;";"
37119;4.8462;"Landscape;Nature"
37120;4.2602;"Vintage;Still"
37121;5.1676;"Vintage;Macro"
37122;4.7745;"Family;Interior"
37125;5.095;"Urban;Still"
37127;4.2256;"Snapshot;Still"
37128;4.5049;"Landscape;Nature"
37129;5.796;"Snapshot;Candid"
37130;5.34;"Abstract;Studio"
37131;4.9384;"Nature;Rural"
37133;5.0435;";"
37134;5.4161;"Sports;Landscape"
37135;4.6289;"Architecture;Black"
37136;5.3618;";"
37137;5.0769;"Vintage;"
37138;5.801;"Vintage;Architecture"
37139;5.3941;"Candid;Black"
37140;6.299;"Vintage;"
37141;4.5423;"Vintage;Still"
37142;5.3054;"Cityscape;Animals"
37144;4.9695;"Cityscape;Black"
37147;3.7282;"Snapshot;Photojournalism"
37148;5.4772;"Vintage;"
37149;5.6763;"Fashion;Still"
37150;5.6165;"Vintage;"
37151;4.1436;"Cityscape;Architecture"
37152;4.4247;"Vintage;Black"
37153;5.1809;"Portraiture;"
37154;4.9905;"Emotive;"
37155;4.8119;"Vintage;"
37157;4.1493;";"
37158;4.6;"Studio;"
37159;5.1571;";"
37160;5.3538;"Advertisement;"
37164;4.9104;";"
37166;5.096;"Urban;Black"
37167;3.9307;";"
37168;5.1302;"Snapshot;Action"
37170;4.277;"Snapshot;Persuasive"
37171;4.5608;"Macro;"
37172;5.1649;"Macro;"
37173;4.9016;"Family;"
37174;5.1733;"Still;Traditional"
37181;5.791;"Rural;"
37182;4.4974;";"
37183;4.5707;"Emotive;"
37184;5.194;"Humorous;Vintage"
37185;4.7931;"Vintage;"
37186;4.7662;"Still;Black"
37187;4.7039;"Family;Still"
37189;5.9767;"Black;"
37191;4.3793;"Candid;"
37196;5.2323;"Still;Studio"
37197;5.2222;";"
37198;4.456;";"
37199;5.7474;"Family;Black"
37200;5.5789;"Sports;Action"
37203;5.6897;"Vintage;Still"
37204;4.8359;";"
37205;4.8718;"Still;Studio"
37206;5.6011;"Vintage;Still"
37209;6.6204;"Vintage;Black"
37211;3.5663;";"
37212;5.9694;"Snapshot;Portraiture"
37213;4.225;";"
37214;5.6422;";"
37217;5.2741;"Emotive;"
37219;5.2704;"Emotive;Political"
37220;4.3198;"Vintage;Rural"
37221;4.0825;"Architecture;Travel"
37224;3.4607;";"
37226;4.9135;";"
37227;4.799;"Emotive;Portraiture"
37230;5.6812;"Still;Advertisement"
37231;6.4928;"Architecture;Rural"
37232;5.2059;"Emotive;"
37233;4.7264;";"
37238;6.0342;"Sports;Action"
37242;4.6621;"Animals;Travel"
37250;5.5945;"Nature;Floral"
37264;5.8333;"Emotive;Landscape"
37265;5.5461;"Abstract;"
37271;3.9091;"Abstract;Action"
37283;4.9401;"Persuasive;"
37286;3.819;";"
37289;5.3421;"Sports;"
37290;4.5433;"Portraiture;Action"
37294;5.3056;"Sports;Action"
37295;5.7788;"Family;Candid"
37298;5.1781;"Snapshot;Nature"
37305;4.2372;";"
37313;4.7418;"Nature;Rural"
37319;4.9321;"Nature;Water"
37323;6.4702;"Portraiture;Photojournalism"
37324;5.2654;"Emotive;Photojournalism"
37325;5.0066;";"
37326;5.0464;"Architecture;Rural"
37330;6.039;"Action;Studio"
37332;5.4834;"Humorous;Black"
37335;3.9597;"Sports;Urban"
37339;5.7947;"Abstract;Black"
37340;5.4737;"Emotive;"
37341;4.1116;"Emotive;Landscape"
37342;4.8667;";"
37344;6.1862;"Still;Persuasive"
37346;4.6121;"Cityscape;Photojournalism"
37347;5.7517;"Sky;Black"
37348;3.7881;";"
37350;4.8041;"Animals;Seascapes"
37352;4.7333;"Macro;"
37358;5.5133;"Emotive;"
37359;5.0203;"Emotive;Still"
37360;4.7356;"Emotive;"
37372;5.0604;";"
37374;4.2329;"Humorous;Action"
37376;5.7303;"Candid;Photojournalism"
37377;6.0;"Emotive;Black"
37378;4.5135;"Abstract;"
37380;5.0;"Snapshot;Political"
37383;4.8562;"Emotive;Architecture"
37384;5.4733;"Interior;Political"
37386;5.3423;"Nature;Floral"
37387;5.1318;"Portraiture;Black"
37388;5.5203;"Landscape;Nature"
37393;5.3041;";"
37396;4.8758;"Studio;Political"
37397;5.2039;"Abstract;Emotive"
37399;6.3355;"Emotive;Landscape"
37400;6.245;"Emotive;Black"
37401;5.5714;"Architecture;Political"
37402;5.3355;";"
37403;5.4933;"Emotive;Photojournalism"
37405;4.8966;"Vintage;Still"
37406;5.3841;"Political;Persuasive"
37408;4.8212;"Architecture;Travel"
37410;5.5364;"Still;Macro"
37411;5.094;";"
37414;5.42;"Sky;Nature"
37417;6.3581;"Emotive;Black"
37421;5.7143;";"
37422;4.6026;"Emotive;Studio"
37423;5.5638;"Abstract;Emotive"
37424;4.8289;"Candid;Black"
37426;5.4636;"Sports;Nature"
37427;6.0779;";"
37428;4.2987;"Abstract;Political"
37429;5.8067;"Emotive;Photojournalism"
37432;5.4;"Humorous;Animals"
37434;5.214;"Family;Candid"
37435;5.8477;"Interior;Still"
37437;5.527;"Studio;Persuasive"
37438;4.7523;"Emotive;Macro"
37440;5.5395;"Emotive;Studio"
37441;6.72;"Political;"
37443;6.1391;"Emotive;Black"
37444;5.3158;"Cityscape;Urban"
37445;5.6556;"Urban;Political"
37446;4.6599;";"
37448;5.7237;"Emotive;Still"
37450;4.75;"Abstract;Political"
37451;5.1267;"Still;Political"
37454;4.5168;"Political;Persuasive"
37455;5.3423;"Emotive;Black"
37456;4.549;"Family;Still"
37458;4.5442;"Family;"
37459;4.9735;";"
37460;5.3151;"Sports;Studio"
37471;6.1361;"Sports;Action"
37472;4.0583;";"
37473;5.4692;";"
37475;5.2762;"Emotive;Science"
37476;4.4465;";"
37490;4.2074;"Abstract;Macro"
37492;4.4038;"Family;Portraiture"
37493;4.7905;"Sports;Action"
37494;4.5683;"Landscape;Travel"
37495;4.6897;"Sports;Animals"
37498;6.3116;"Emotive;Portraiture"
37499;5.0571;"Still;Black"
37500;5.3803;"Abstract;Emotive"
37502;4.3871;"Cityscape;Panoramic"
37503;5.5094;"Portraiture;Black"
37508;5.6755;";"
37524;5.9;"Sports;Action"
37525;5.4352;"Family;Humorous"
37529;5.9244;";"
37530;5.4955;"Nature;Macro"
37540;5.1468;"Animals;"
37545;4.5355;"Family;Snapshot"
37551;5.3973;"Sports;Action"
37552;5.9799;"Sports;Action"
37556;3.6343;"Travel;Action"
37558;4.4305;";"
37563;7.0336;"Action;Photojournalism"
37568;6.16;";"
37571;4.4345;"Sports;"
37576;5.88;"Sports;Seascapes"
37577;4.9771;"Nature;Still"
37580;5.8;"Sports;Action"
37582;5.12;";"
37583;5.4781;"Still;Macro"
37594;6.1974;"Sports;Action"
37595;6.1503;"Sports;Seascapes"
37596;6.2866;"Sports;Animals"
37611;5.5071;"Snapshot;Still"
37613;5.9276;";"
37615;5.4333;"Sports;Action"
37616;5.1224;";"
37618;5.0288;"Candid;Portraiture"
37619;4.4931;";"
37631;4.9074;"Nature;"
37633;5.4065;"Sports;Candid"
37634;6.12;"Sports;Action"
37635;6.5067;"Sports;Photojournalism"
37636;5.0822;"Digital;"
37639;4.54;"Black;Photojournalism"
37641;3.8394;";"
37643;6.2237;"Sports;Action"
37644;4.1636;"Humorous;Still"
37648;6.0753;";"
37651;6.1556;"Nature;"
37652;5.4079;"Action;Water"
37654;5.8444;"Studio;"
37655;4.3624;"Family;Sports"
37658;5.0829;"Snapshot;"
37659;4.2152;"Still;"
37682;5.0;";"
37684;4.6486;"Sports;"
37685;4.1776;"Sports;"
37690;5.3318;"Rural;Floral"
37693;5.8859;"Sports;Macro"
37695;5.287;";"
37696;5.7946;";"
37697;5.84;"Sports;Action"
37705;4.7512;"Abstract;Nature"
37706;3.4793;"Sports;"
37708;4.9517;"Sports;Action"
37710;5.4768;"Sports;Action"
37714;5.2667;"Candid;Portraiture"
37715;5.0855;"Sports;Black"
37717;5.3448;";"
37718;5.1033;";"
37720;4.9665;"Landscape;Nature"
37721;4.6773;";"
37722;5.0986;"Animals;Macro"
37730;5.4744;"Photojournalism;Political"
37733;5.0411;"Sports;Animals"
37734;4.3219;"Abstract;Black"
37735;3.5385;"Abstract;Nature"
37736;6.75;"Sports;Action"
37739;4.9528;";"
37740;3.5356;"Snapshot;Animals"
37741;5.212;"Nature;Macro"
37743;4.7806;";"
37744;3.8296;"Emotive;"
37745;5.4375;"Sports;Black"
37746;5.0364;"Emotive;Animals"
37747;6.5877;"Nature;Animals"
37748;5.3243;"Sports;Action"
37749;4.7981;";"
37750;6.0272;"Sports;Action"
37751;4.0199;"Sports;Still"
37753;5.4516;"Emotive;Black"
37754;5.8591;"Family;Candid"
37757;4.8252;"Emotive;Portraiture"
37758;4.7109;"Abstract;Landscape"
37759;4.1918;"Still;Macro"
37760;5.7483;"Sports;Black"
37761;4.5991;"Animals;Rural"
37762;4.7441;"Landscape;Political"
37763;4.8733;"Humorous;Sports"
37766;4.3876;"Nature;Candid"
37767;5.1619;"Emotive;Still"
37768;5.447;"Nature;Still"
37769;4.6216;"Sports;Performance"
37771;4.863;"Sports;"
37774;6.1009;";"
37776;4.8178;";"
37779;5.1569;"Humorous;Performance"
37783;3.3061;"Sports;Action"
37785;5.4578;"Candid;Animals"
37787;4.9467;";"
37790;4.1224;"Sports;Nature"
37791;4.3394;"Fashion;Snapshot"
37798;4.8592;"Nature;Animals"
37801;6.4305;"Sky;Sports"
37802;7.4803;"Action;Photojournalism"
37803;5.4009;";"
37804;4.381;"Family;Emotive"
37805;4.7385;"Portraiture;Animals"
37807;7.5405;"Sports;Action"
37808;4.6797;"Family;Action"
37809;5.455;"Still;"
37810;4.1164;"Humorous;Action"
37811;6.3645;"Abstract;Water"
37812;4.5369;";"
37824;5.9459;";"
37825;6.5034;"Sports;Action"
37829;5.3028;"Still;"
37833;5.2936;"Nature;Macro"
37834;5.2886;"Family;Candid"
37835;7.0068;"Sports;Action"
37840;3.6242;"Candid;Photojournalism"
37842;6.8487;"Sports;Studio"
37849;5.1117;"Black;Persuasive"
37852;5.6533;"Sports;"
37853;4.6114;"Macro;Studio"
37861;5.274;";"
37864;6.4467;";"
37865;5.0318;"Humorous;Animals"
37867;4.217;"Photojournalism;Rural"
37877;3.7346;"Family;Humorous"
37878;5.9722;";"
37880;4.9488;"Emotive;Candid"
37882;4.9509;"Macro;"
37892;5.75;"Nature;Floral"
37893;5.9439;"Sky;Animals"
37894;4.9327;"Urban;Travel"
37896;5.0136;"Humorous;Animals"
37897;4.3756;";"
37912;4.9384;"Landscape;Nature"
37916;4.6351;"Nature;Macro"
37917;5.3379;"Nature;Macro"
37918;4.0591;";"
37919;4.2243;"Nature;"
37927;6.1488;";"
37929;4.4416;"Black;Macro"
37939;4.9815;"Nature;Floral"
37942;4.8524;"Abstract;Digital"
37945;4.4465;"Black;Photojournalism"
37946;5.8458;";"
37952;5.4567;"Landscape;Water"
37959;5.8592;"Family;"
37963;4.7098;"Still;"
37965;5.3242;"Family;Snapshot"
37967;5.3167;";"
37968;5.3945;"Still;Macro"
37969;4.7032;"Nature;"
37971;4.2735;"Snapshot;Candid"
37973;4.4115;"Political;"
37974;3.7349;"Nature;Macro"
37975;4.5811;"Family;Emotive"
37978;4.4601;"Family;Snapshot"
37979;5.2636;"Still;Black"
37980;5.1442;";"
37984;5.535;";"
37987;3.9862;";"
37988;4.4883;"Landscape;Digital"
37995;4.7306;"Emotive;Landscape"
37996;5.775;"Macro;Floral"
37997;5.1274;"Sky;Still"
37998;5.3956;"Emotive;Portraiture"
38000;3.2936;"Studio;Political"
38001;5.3933;"Nature;Macro"
38005;5.5987;"Macro;Seascapes"
38008;4.9621;"Animals;Macro"
38009;5.5511;"Still;Animals"
38010;7.0183;"Abstract;Still"
38011;6.0197;"Vintage;Macro"
38012;5.8267;"Candid;Black"
38013;4.7917;"Landscape;Rural"
38014;5.9731;"Nature;Macro"
38015;4.2321;";"
38016;4.537;"Black;"
38017;4.9621;"Nature;Floral"
38019;4.6283;"Sky;Nature"
38020;5.8614;"Abstract;Floral"
38023;4.9167;"Landscape;Nature"
38028;4.1952;";"
38029;5.9336;"Water;Floral"
38031;4.1991;"Abstract;"
38035;4.5045;"Family;Water"
38036;5.4537;"Still;Floral"
38038;5.0719;"Nature;Macro"
38039;5.3578;";"
38040;6.491;"Portraiture;Black"
38043;4.4651;";"
38046;4.7434;"Still;Macro"
38052;5.5882;"Nature;Macro"
38053;4.9302;";"
38055;4.3758;";"
38056;4.335;"Nature;"
38060;5.6087;";"
38064;3.6495;"Humorous;"
38065;6.3991;"Candid;"
38066;4.448;";"
38067;4.9136;";"
38072;3.6804;"Animals;"
38074;5.4658;"Family;"
38076;3.5187;"Humorous;Snapshot"
38078;5.1256;"Candid;Portraiture"
38079;4.9349;"Still;"
38080;5.0913;"Sky;"
38081;4.8295;"Emotive;Diptych"
38082;6.4605;"Emotive;Black"
38084;4.9041;"Sky;Nature"
38085;4.0845;"Snapshot;Portraiture"
38087;4.6948;"Candid;Portraiture"
38088;6.5772;"Still;Macro"
38089;4.1205;"Snapshot;Urban"
38090;5.7928;"Family;Portraiture"
38092;5.0284;";"
38093;4.788;"Humorous;Emotive"
38095;7.2184;"Still;Macro"
38096;4.0586;";"
38097;4.6845;"Nature;"
